customer_id,age,gender,marital_status,job,monthly_income,housing_status,district,city,no_of_previous_loans,no_of_available_loans,total_on_time_payments,total_late_payments,risk
19631710910,55,Female,Divorced,Driver,417496.84,Own,Kandy,Peradeniya,5,3,20,9,medium
19640060920,50,Female,Single,Software Engineer,487754.66,Rent,Hambantota,Hambantota,3,3,13,6,medium
19711770931,44,Male,Married,Fisherman,273763.54,Rent,Kalutara,Beruwala,1,3,14,5,medium
19563350943,65,Female,Single,Painter,119978.85,Other,Hambantota,Tangalle,2,2,2,9,high
20052970956,28,Female,Married,Engineer,21870.11,Rent,Matara,Akuressa,1,3,4,3,high
19821970966,30,Male,Single,Software Engineer,338741.5,Other,Matara,Matara,2,1,9,9,medium
19720650977,23,Female,Single,Construction Worker,427382.41,Other,Colombo,Dehiwala,2,1,18,10,medium
19911430985,46,Male,Divorced,Mason,332940.7,Family,Kandy,Peradeniya,4,0,5,10,low
20011260998,44,Female,Single,Civil Servant,160527.14,Rent,Kalutara,Panadura,1,3,8,5,medium
19622721008,55,Female,Married,Taxi Driver,47910.61,Own,Gampaha,Ja-Ela,0,0,19,2,low
19661501010,29,Female,Single,Mechanic,379123.98,Rent,Nuwara Eliya,Talawakele,3,0,7,9,medium
19533611024,34,Male,Single,Clerk,332518.08,Other,Galle,Hikkaduwa,0,1,12,0,medium
20012791031,37,Male,Married,Construction Worker,302833.95,Other,Matale,Matale,2,0,13,2,medium
20032351043,56,Male,Single,Police Officer,224620.03,Family,Matale,Matale,1,1,5,2,medium
19983151054,58,Female,Married,Businessman,90619.23,Rent,Colombo,Moratuwa,4,3,9,6,medium
19671631068,65,Male,Divorced,Taxi Driver,223987.85,Rent,Kalutara,Beruwala,5,1,10,7,medium
19620731076,27,Female,Single,Army Officer,365560.86,Other,Kandy,Gampola,4,0,17,10,low
19601531087,26,Female,Married,Doctor,188925.68,Family,Kandy,Gampola,1,1,17,8,high
19571181090,42,Female,Married,Clerk,59822.75,Rent,Gampaha,Kelaniya,3,0,13,1,high
19871911106,50,Male,Divorced,Plumber,12325.4,Own,Gampaha,Kelaniya,2,0,9,7,medium
19661551111,53,Male,Divorced,Security Guard,36488.37,Own,Gampaha,Ja-Ela,0,2,15,9,medium
19903621129,45,Female,Single,Banker,114625.3,Rent,Colombo,Dehiwala,5,0,3,3,low
20002521132,64,Female,Married,Nurse,261930.26,Other,Nuwara Eliya,Hatton,4,0,4,3,high
20003151140,52,Male,Divorced,Cleaner,327578.61,Other,Gampaha,Ja-Ela,2,3,0,6,medium
19880071155,23,Male,Married,Civil Servant,231861.14,Own,Galle,Ambalangoda,1,3,3,6,high
19990381168,36,Female,Single,Shop Assistant,301318.61,Own,Galle,Galle,3,1,16,5,low
19782011171,40,Female,Single,Nurse,311669.62,Family,Matara,Matara,3,2,12,10,medium
19882371187,30,Female,Married,Tailor,479431.51,Family,Colombo,Dehiwala,1,3,14,10,medium
20021191193,43,Male,Single,Security Guard,388987.49,Own,Galle,Galle,1,3,4,7,medium
19962641207,38,Female,Divorced,Army Officer,249178.56,Rent,Galle,Galle,5,0,11,3,low
19731851213,23,Male,Divorced,Receptionist,214649.74,Other,Kalutara,Kalutara,0,2,8,8,medium
19591591221,61,Male,Divorced,Farmer,359488.93,Family,Gampaha,Kelaniya,1,0,3,3,low
19923011230,49,Female,Married,Businessman,239601.84,Own,Colombo,Colombo,1,0,15,8,medium
19503311249,45,Male,Single,Laborer,23327.23,Rent,Colombo,Moratuwa,5,1,9,0,medium
19922121253,24,Male,Single,Businessman,173212.65,Family,Kalutara,Beruwala,0,0,8,9,low
19713171267,22,Female,Married,Plumber,138993.89,Other,Matale,Matale,4,2,15,7,high
19571931278,50,Female,Single,Cleaner,166749.39,Family,Matara,Matara,0,3,13,10,medium
19842701281,55,Male,Single,Clerk,200826.86,Rent,Matale,Matale,5,1,4,10,medium
19732601299,35,Male,Single,Engineer,248461.24,Family,Kalutara,Kalutara,2,3,15,7,medium
19722041300,54,Male,Married,Laborer,480945.35,Own,Colombo,Dehiwala,3,1,8,3,low
19980531311,60,Female,Single,Army Officer,236654.83,Other,Matale,Matale,5,3,6,3,high
20003421321,62,Male,Single,Software Engineer,356400.13,Other,Galle,Ambalangoda,5,1,1,7,high
19623131331,41,Male,Single,Nurse,422577.14,Family,Matale,Galewela,5,0,1,7,low
19602031343,53,Female,Single,Security Guard,280952.09,Family,Gampaha,Kelaniya,3,2,7,7,medium
19743091351,56,Female,Divorced,Civil Servant,239278.51,Rent,Gampaha,Ja-Ela,3,3,1,9,medium
19742031362,42,Female,Married,Electrician,249408.77,Rent,Hambantota,Hambantota,3,0,19,3,low
19641281372,29,Female,Married,Accountant,173333.1,Rent,Matara,Akuressa,2,2,2,4,high
19770611383,32,Female,Single,Mason,464640.28,Own,Matale,Galewela,4,2,13,6,medium
19762951397,51,Male,Married,Shop Assistant,87370.13,Rent,Kalutara,Panadura,4,2,14,2,medium
19800841408,53,Female,Divorced,Doctor,393557.2,Rent,Colombo,Moratuwa,5,0,20,10,medium
19880901413,53,Female,Married,Police Officer,347656.05,Rent,Hambantota,Hambantota,1,0,19,3,low
20021681429,21,Female,Divorced,Doctor,113703.09,Family,Gampaha,Kelaniya,1,1,9,9,medium
19763061436,24,Male,Married,Receptionist,197762.48,Rent,Galle,Ambalangoda,1,2,11,10,high
20030461444,61,Male,Divorced,Mason,37124.42,Own,Gampaha,Negombo,3,1,7,7,medium
19950171452,41,Female,Single,Construction Worker,422449.24,Own,Nuwara Eliya,Nuwara Eliya,4,0,10,2,low
19500761467,55,Female,Divorced,Clerk,194264.61,Other,Kandy,Peradeniya,0,1,8,0,medium
20022591476,47,Male,Single,Farmer,325676.95,Other,Kalutara,Beruwala,4,1,7,10,medium
19541081482,65,Male,Single,Fisherman,15552.91,Rent,Matara,Weligama,0,3,16,6,high
19792841497,28,Female,Single,Laborer,43266.82,Rent,Matara,Akuressa,5,3,10,5,high
20032741508,58,Female,Married,Plumber,446677.17,Other,Kalutara,Kalutara,3,0,13,9,high
19730581515,55,Female,Divorced,Construction Worker,176283.82,Family,Kandy,Peradeniya,5,1,11,6,medium
19663651522,23,Female,Divorced,Plumber,228129.44,Rent,Matale,Dambulla,5,0,17,9,high
19701491539,30,Female,Divorced,Chef,353317.6,Other,Nuwara Eliya,Nuwara Eliya,5,1,14,6,medium
19901251547,33,Female,Divorced,Engineer,219232.21,Other,Matale,Galewela,2,1,13,6,medium
19742141550,24,Female,Married,Accountant,225802.18,Other,Colombo,Moratuwa,5,0,19,3,low
19743111560,22,Male,Single,Electrician,88568.16,Family,Nuwara Eliya,Hatton,3,0,6,1,low
19701321574,36,Male,Married,Receptionist,90880.52,Own,Galle,Galle,3,1,2,4,high
19740261584,24,Male,Single,Laborer,442140.53,Rent,Kandy,Gampola,2,1,0,9,medium
19762871590,22,Female,Married,Banker,482088.34,Other,Gampaha,Ja-Ela,4,1,14,3,high
19891741602,34,Female,Single,Army Officer,38083.13,Rent,Matara,Akuressa,4,2,14,6,medium
20052611619,38,Male,Married,Engineer,178701.43,Rent,Gampaha,Kelaniya,4,0,16,3,low
19933371625,40,Female,Divorced,Driver,178492.8,Own,Hambantota,Tissamaharama,0,1,9,6,medium
19900201636,30,Male,Married,Banker,332257.28,Family,Colombo,Dehiwala,0,1,13,2,medium
19752261642,60,Female,Divorced,Banker,329466.85,Own,Nuwara Eliya,Hatton,1,0,5,1,low
19851791658,53,Male,Divorced,Police Officer,496853.29,Own,Matara,Weligama,4,2,10,0,low
19940521662,48,Male,Married,Engineer,256891.16,Other,Gampaha,Kelaniya,3,3,10,1,high
19991911675,32,Male,Married,Civil Servant,74042.73,Family,Galle,Galle,4,3,14,10,medium
19971851687,45,Male,Single,Driver,388396.03,Own,Kalutara,Kalutara,4,3,6,3,low
20020071693,62,Female,Single,Mechanic,23677.35,Own,Galle,Galle,2,0,9,3,low
19741801703,35,Male,Single,Laborer,142497.85,Rent,Gampaha,Negombo,5,3,7,3,medium
19533541716,45,Female,Single,Laborer,298735.94,Family,Galle,Ambalangoda,3,0,20,6,low
19770721725,25,Male,Single,Software Engineer,77613.3,Family,Colombo,Colombo,2,1,5,7,medium
20022661732,24,Female,Divorced,Receptionist,396288.71,Family,Matara,Matara,0,3,2,1,high
19560151747,44,Female,Single,Army Officer,264475.46,Own,Galle,Galle,5,0,1,6,low
19933581754,35,Female,Married,Clerk,96307.83,Family,Matale,Dambulla,4,2,5,10,high
19850621768,61,Female,Divorced,Banker,407168.63,Own,Kalutara,Beruwala,3,1,6,4,low
19580281779,30,Male,Single,Banker,113682.52,Family,Colombo,Moratuwa,4,1,12,2,low
19550281781,50,Female,Divorced,Plumber,256005.69,Other,Matale,Galewela,0,2,13,7,medium
19590931798,50,Female,Married,Clerk,423234.75,Family,Kalutara,Panadura,2,1,1,8,high
19570391800,34,Male,Divorced,Taxi Driver,406141.72,Rent,Kalutara,Kalutara,4,0,6,1,low
19953601810,62,Male,Divorced,Receptionist,258994.87,Family,Hambantota,Tissamaharama,1,0,0,7,medium
19530441823,56,Male,Divorced,Doctor,334137.69,Rent,Matale,Galewela,4,2,11,3,medium
19570801833,34,Female,Divorced,Accountant,121719.75,Rent,Kandy,Peradeniya,5,1,19,8,medium
19590141843,60,Female,Married,Laborer,211930,Rent,Colombo,Dehiwala,2,0,10,7,medium
19512161855,24,Female,Divorced,Plumber,73324.56,Family,Galle,Ambalangoda,2,3,15,9,medium
19920661869,21,Female,Single,Clerk,312365.69,Family,Gampaha,Kelaniya,2,3,0,5,high
19541711874,41,Male,Single,Electrician,265079.83,Other,Kandy,Peradeniya,4,1,7,9,medium
19621411884,49,Female,Divorced,Police Officer,118099.57,Own,Gampaha,Ja-Ela,1,1,13,3,low
19631441890,38,Female,Married,Banker,214631.62,Other,Galle,Hikkaduwa,1,2,10,0,medium
19971081907,44,Female,Divorced,Banker,370021.32,Other,Galle,Galle,4,3,19,2,medium
19511441919,65,Female,Divorced,Engineer,84637.77,Family,Galle,Hikkaduwa,5,2,19,2,low
20052071924,25,Male,Married,Doctor,40009.85,Family,Matale,Dambulla,2,3,18,3,low
20041831935,29,Female,Single,Mechanic,433162.57,Other,Kalutara,Kalutara,5,0,5,7,high
19792621948,22,Male,Divorced,Banker,240933.84,Own,Matara,Akuressa,1,3,16,10,high
19942481950,26,Male,Married,Mason,168994.72,Family,Galle,Galle,5,3,13,7,high
19690901966,36,Male,Single,Cleaner,410410.26,Family,Kalutara,Panadura,1,0,16,0,low
19730691976,52,Female,Married,Engineer,33003.15,Family,Kandy,Gampola,3,1,9,10,medium
19961241981,64,Female,Divorced,Accountant,273246.79,Own,Matara,Matara,0,1,1,9,medium
19581401992,52,Male,Divorced,Businessman,109329.18,Family,Galle,Galle,5,1,11,1,medium
19661852001,56,Female,Divorced,Engineer,112050.89,Rent,Nuwara Eliya,Talawakele,2,1,1,10,medium
19662212018,57,Male,Divorced,Taxi Driver,424777.92,Rent,Nuwara Eliya,Hatton,2,0,20,3,low
19663172024,51,Female,Single,Businessman,442559.22,Other,Kalutara,Panadura,4,1,4,10,high
19622882030,32,Female,Single,Chef,60996.38,Family,Galle,Hikkaduwa,5,0,4,10,low
19520582042,30,Female,Divorced,Farmer,258203.63,Family,Nuwara Eliya,Talawakele,3,0,13,10,medium
20051422052,24,Female,Divorced,Mason,275384.42,Own,Kalutara,Kalutara,3,1,19,6,high
19980122067,23,Female,Divorced,Chef,236063.96,Other,Galle,Ambalangoda,4,1,4,4,high
19570532071,32,Female,Divorced,Banker,404420,Other,Nuwara Eliya,Hatton,1,0,17,5,low
19892122083,63,Male,Married,Shop Assistant,132626.53,Rent,Kandy,Kandy,1,1,2,3,high
19843412095,59,Female,Married,Accountant,467352.62,Rent,Nuwara Eliya,Nuwara Eliya,5,0,19,2,low
19621972104,61,Female,Single,Businessman,303529.18,Other,Colombo,Dehiwala,3,3,14,1,medium
19902932114,61,Female,Single,Engineer,186133.52,Other,Hambantota,Hambantota,0,3,3,2,high
19690182125,55,Male,Single,Nurse,295108.63,Own,Colombo,Colombo,2,2,6,5,low
19852522134,32,Male,Married,Plumber,111769.7,Family,Hambantota,Tangalle,2,2,20,7,high
19810352148,47,Male,Married,Driver,419202.2,Rent,Kandy,Kandy,4,2,11,6,medium
19882082156,47,Female,Divorced,Mechanic,99485.72,Other,Matale,Matale,5,2,1,5,high
19812922165,23,Male,Divorced,Taxi Driver,25890.58,Own,Galle,Ambalangoda,3,0,10,2,low
19670232170,30,Female,Married,Banker,378815.45,Other,Hambantota,Tissamaharama,2,0,7,5,low
19921132189,38,Male,Divorced,Electrician,381834.22,Rent,Hambantota,Hambantota,1,0,6,9,medium
19980342196,32,Female,Divorced,Farmer,312778.11,Other,Gampaha,Kelaniya,2,2,20,6,medium
20040692204,47,Male,Married,Farmer,69440.7,Own,Matale,Dambulla,4,1,0,7,high
19890632213,44,Male,Single,Security Guard,234059.52,Rent,Kalutara,Panadura,1,1,3,5,medium
19990492229,30,Male,Married,Nurse,216520.65,Own,Gampaha,Ja-Ela,2,3,15,1,low
19663222234,54,Female,Married,Software Engineer,64133.99,Rent,Gampaha,Ja-Ela,1,2,14,6,medium
19500972242,45,Male,Divorced,Software Engineer,370708.37,Other,Galle,Galle,1,2,3,8,high
19902712254,59,Male,Single,Construction Worker,494302.43,Own,Colombo,Dehiwala,1,2,4,0,medium
19811462267,25,Female,Single,Chef,118575.57,Family,Hambantota,Tissamaharama,3,3,17,9,high
19632022271,60,Male,Married,Tailor,91875.83,Family,Kandy,Gampola,2,1,15,0,medium
19950582288,56,Male,Single,Clerk,372997.85,Other,Kalutara,Kalutara,1,0,0,1,low
19561582296,46,Female,Married,Security Guard,53471.27,Own,Kalutara,Kalutara,2,2,0,2,low
20031362305,28,Female,Single,Plumber,68108.84,Family,Matara,Akuressa,3,2,9,4,low
19633142314,43,Female,Divorced,Farmer,257143.36,Rent,Kandy,Gampola,1,0,15,8,medium
19740572326,59,Female,Divorced,Security Guard,142739.94,Other,Matale,Matale,2,3,20,2,medium
19530292337,55,Male,Single,Police Officer,81864.5,Rent,Colombo,Moratuwa,1,0,14,2,medium
19882622348,37,Female,Married,Teacher,107434.35,Family,Colombo,Dehiwala,0,2,13,8,medium
20040442352,48,Male,Divorced,Farmer,23976.8,Other,Matale,Matale,1,1,3,5,high
19730212363,43,Male,Single,Clerk,251814.7,Rent,Nuwara Eliya,Nuwara Eliya,4,2,18,4,medium
19771252370,45,Male,Divorced,Security Guard,336532.53,Family,Colombo,Colombo,5,1,2,1,medium
19863642381,48,Female,Single,Mason,405459.93,Own,Kandy,Gampola,0,2,15,1,low
19852152396,21,Male,Divorced,Clerk,302761.1,Family,Kalutara,Panadura,4,3,2,6,high
19621892406,53,Female,Divorced,Mason,112167.63,Other,Matale,Dambulla,3,1,1,8,high
19783172416,58,Male,Married,Farmer,49549.88,Other,Galle,Hikkaduwa,4,0,8,6,medium
19741122427,50,Female,Divorced,Accountant,323970.34,Own,Hambantota,Hambantota,5,2,10,1,medium
19610082434,57,Female,Single,Engineer,361364.81,Own,Nuwara Eliya,Hatton,4,3,5,1,medium
19502452444,27,Female,Single,Software Engineer,128923.22,Rent,Kalutara,Panadura,3,2,13,0,medium
19732752451,50,Female,Single,Taxi Driver,74627.38,Rent,Colombo,Dehiwala,5,1,20,1,medium
19500982460,48,Male,Single,Shop Assistant,361532.54,Family,Nuwara Eliya,Talawakele,0,2,10,9,medium
19752272473,58,Male,Single,Taxi Driver,346427.1,Own,Kandy,Kandy,5,1,20,10,low
19781252482,59,Male,Married,Laborer,173063.11,Family,Colombo,Moratuwa,0,3,1,6,medium
19980492496,43,Male,Single,Driver,54816.81,Own,Kandy,Kandy,3,1,17,10,medium
19702282504,35,Female,Divorced,Cleaner,427952.13,Other,Gampaha,Kelaniya,5,0,15,8,medium
19731422514,42,Female,Divorced,Tailor,50385.76,Own,Hambantota,Tissamaharama,3,3,2,1,medium
19802602520,40,Male,Married,Nurse,99026.53,Family,Matale,Galewela,2,2,11,6,medium
19612102530,38,Female,Single,Painter,273933.41,Other,Matara,Matara,2,3,20,2,low
19940822541,41,Female,Married,Electrician,122220.67,Family,Kalutara,Beruwala,0,1,8,3,low
19573102558,65,Female,Single,Clerk,95969.28,Rent,Hambantota,Tangalle,4,0,20,9,low
20032472566,65,Male,Married,Plumber,136736.86,Other,Gampaha,Negombo,1,2,7,10,high
19992272570,24,Female,Married,Farmer,414765.61,Other,Matale,Dambulla,5,3,0,10,high
20013582583,51,Female,Married,Plumber,89432.94,Own,Matale,Matale,0,2,11,8,medium
19662642599,41,Male,Single,Teacher,67011.62,Rent,Kalutara,Panadura,1,0,19,1,low
19950622607,34,Female,Single,Clerk,109932.8,Other,Kalutara,Panadura,5,0,6,7,low
20041842611,41,Male,Married,Nurse,139116.01,Rent,Matale,Dambulla,1,0,5,10,high
19573282623,28,Male,Single,Painter,350041.59,Rent,Colombo,Moratuwa,1,0,3,6,high
19720612631,25,Female,Divorced,Businessman,54743.59,Own,Colombo,Colombo,2,0,10,1,low
19781632649,41,Female,Divorced,Civil Servant,278446.3,Family,Matara,Weligama,2,2,6,10,medium
19671712650,24,Male,Married,Teacher,261743.24,Other,Colombo,Dehiwala,1,3,11,1,high
19942142665,27,Male,Married,Nurse,384219.9,Rent,Gampaha,Kelaniya,0,3,3,4,high
19651742679,52,Female,Single,Taxi Driver,464844.03,Rent,Colombo,Colombo,5,2,16,8,medium
19501752685,52,Male,Single,Mason,436401.66,Other,Matale,Dambulla,4,3,12,7,medium
19721172698,36,Male,Divorced,Driver,358834.54,Rent,Gampaha,Ja-Ela,2,3,9,3,medium
19860032707,23,Female,Married,Driver,333567.62,Other,Gampaha,Kelaniya,5,0,17,4,high
19802252715,40,Male,Single,Painter,486708.87,Rent,Kandy,Peradeniya,5,0,19,4,low
19590392720,52,Female,Divorced,Doctor,78511.95,Family,Kandy,Gampola,5,0,8,5,low
19722572735,29,Male,Single,Doctor,343958.07,Other,Kandy,Peradeniya,2,3,13,6,medium
19861012744,49,Male,Married,Receptionist,182585.36,Other,Matara,Akuressa,4,1,12,8,high
19552312750,52,Female,Divorced,Engineer,277192.84,Other,Galle,Ambalangoda,0,2,7,2,medium
19773262768,36,Male,Single,Doctor,354095.34,Family,Matara,Weligama,1,2,17,5,low
19703492777,61,Female,Single,Electrician,65488.82,Rent,Kandy,Gampola,4,1,3,5,high
19953142789,52,Male,Single,Nurse,475945.87,Own,Gampaha,Kelaniya,1,3,5,7,medium
19551092796,57,Male,Married,Plumber,284132.43,Own,Hambantota,Tissamaharama,1,2,19,9,low
